"","siteCode","siteNumber","date","startTime","endTime","site","lat_start","lon_start","lat_end","lon_end","x_coord","y_coord","live_coral_total","dead_coral_total","turf_total","macroalgae_total","rock_total","invertebrate_total","number_total_points","proportion_live_coral","proportion_dead_coral","proportion_turf","proportion_macroalgae","proportion_rock","proportion_invertebrate","final_coralSpecies","depth","height","length","width","circumference","depth_to_benthos","L_onLive","L_onDead","D_liveOnLive","D_liveOnDead","D_deadOnLive","D_deadOnDead","tridacna","spirobranchus","total_L","total_live_D","total_D","percent_N_jan","percent_N_may","percent_N_aug","jan_d15","may_d15","aug_d15","NHW_speed","NLW_speed","ELW_speed","avg_speed","NHW_speed_offshore","NLW_speed_offshore","ELW_speed_offshore","avg_speed_offshore","distanceOutBay","not_alive_coral","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28"
"11","BOB",1,"04_may_2024","8:40","10:00","Back Opunohu Bay",-17.508962,-149.85232,-17.508531,-149.85247,3,7,0,2,10,7,0,0,19,0,0.105,0.526,0.368,0,0,"Porites lobata",189,24,49,31,122,213,0,0,0,0,0,0,0,0,0,0,0,0.537,0.58,0.521,4.604,5.033,3.895,0.028991,0.001581,0.001746,0.014231,0.029071,0.003041,0.002263,0.01482,-1906,19,-3.21974481736459,1.20205401716579,-0.182083826750839,0.810712997746288,0.139001337957301,-0.43770908525547,-0.106319882939892,-0.114827879299634,0.688731756374008,-0.445967771632268,-0.529207300634181,-0.229839958703166,-0.951782631162549,0.046494683125876,-0.385444863389888,-0.155314023249687,0.318013348249826,-0.0722550723500246,-0.116355236814896,0.002772872960606,0.00111052595619663,-3.2862759091597e-16,3.02362961241695e-16,1.0110779874694e-15,1.79423404548218e-16,-1.71080477304089e-16,2.7756281232429e-16,-4.29111943312826e-16
"12","BOB",1,"04_may_2024","8:40","10:00","Back Opunohu Bay",-17.508962,-149.85232,-17.508531,-149.85247,7,5,17,0,0,3,0,0,20,0.85,0,0,0.15,0,0,"Porites lobata",146,26,28,26,88,172,32,0,0,0,0,0,0,0,32,0,0,0.537,0.58,0.521,4.604,5.033,3.895,0.028991,0.001581,0.001746,0.014231,0.029071,0.003041,0.002263,0.01482,-1906,3,-3.65902035765225,0.245434842114495,-0.236856631112198,-0.135724605933671,-0.148230147611093,0.10859541610628,-0.111332902898156,0.0403828268163189,0.272488388808966,-0.389046519556636,-0.445329092579512,-0.309924812645867,-1.10123126922451,0.709061122992712,-0.210496200093986,-0.026643906261871,-0.122642419595612,-0.164989831104999,-0.152173864114489,0.00250880386480137,0.00124586734812904,-4.70467816527826e-16,9.21284483667752e-16,1.06518485411521e-15,-3.12312513789828e-17,-6.35319632292932e-16,4.99309775253631e-16,-1.72701857547027e-16
"13","BOB",1,"04_may_2024","8:40","10:00","Back Opunohu Bay",-17.508962,-149.85232,-17.508531,-149.85247,12,7,2,9,15,4,0,0,30,0.067,0.3,0.5,0.133,0,0,"Porites lobata",147,36,67,60,159,183,13,2,0,0,0,0,0,0,15,0,0,0.537,0.58,0.521,4.604,5.033,3.895,0.028991,0.001581,0.001746,0.014231,0.029071,0.003041,0.002263,0.01482,-1906,28,-2.42317191994114,2.59949143098259,-0.417757317916914,0.466887315671638,0.223560525373005,-0.283252789436372,0.191389117671925,-0.119088688064498,0.697846874450506,-1.0284016215018,-0.284922273008851,-0.814105712430068,-0.843798014765654,-0.614552006040612,-0.198219282815888,-0.0283768172775743,-0.324968127194561,0.114995084388417,-0.0840862997541433,-0.00955725568837029,-0.00179395254296333,-7.34565037282807e-16,5.57903374516967e-16,9.59826193269404e-16,4.11775740627009e-17,4.02304273052961e-16,4.99774840871898e-16,-7.37422554747682e-17
"14","BOB",1,"04_may_2024","8:40","10:00","Back Opunohu Bay",-17.508962,-149.85232,-17.508531,-149.85247,12,9,4,25,0,12,0,0,41,0.098,0.61,0,0.293,0,0,"Porites lobata",236,51,53,47,132,287,9,0,0,0,0,0,0,0,9,0,0,0.537,0.58,0.521,4.604,5.033,3.895,0.028991,0.001581,0.001746,0.014231,0.029071,0.003041,0.002263,0.01482,-1906,37,-2.27270656628842,2.41236546287797,-0.762386068053899,1.46287495452416,0.561351941381836,0.781759051748035,0.183129623849229,-1.1815675874321,0.489059770798588,-0.0244815696090867,-0.0675901377495536,0.27087207936464,-1.57966603886354,0.0746648283330141,-0.133521968243728,-0.136504726079351,-0.327136643832905,0.0338878236679315,-0.0570653256971423,-0.000608216743208989,-0.000200984691290929,-4.7436866887455e-16,8.13443787792239e-16,6.8652979414438e-16,-4.30135163810363e-16,8.75106037098847e-17,5.58530546444111e-17,-3.84506382411804e-16
"15","BOB",1,"04_may_2024","8:40","10:00","Back Opunohu Bay",-17.508962,-149.85232,-17.508531,-149.85247,13,4,3,0,0,2,0,0,5,0.6,0,0,0.4,0,0,"Porites lobata",154,13,14,12,40,167,0,0,0,0,0,0,0,0,0,0,0,0.537,0.58,0.521,4.604,5.033,3.895,0.028991,0.001581,0.001746,0.014231,0.029071,0.003041,0.002263,0.01482,-1906,2,-4.34199744029677,-0.851106924829053,0.0674520903969991,0.577453440478745,-0.332734409258406,-0.169437930525696,0.046786812366433,0.152333794635301,0.0852203680107607,-0.455882346789508,-0.586870413384422,-0.158634535526284,-0.865692790856429,0.906113200055712,-0.374120106215401,0.000989086763925409,-0.0692215280259999,-0.066915808354634,-0.173216625073511,0.00760691380147457,0.00125008650882258,-5.4872176966764e-16,8.55883670260773e-16,1.14489436622355e-15,-6.52138490861546e-17,-5.88006746536755e-16,4.992911726289e-16,-2.12187378417922e-16
"16","BOB",1,"04_may_2024","8:40","10:00","Back Opunohu Bay",-17.508962,-149.85232,-17.508531,-149.85247,15,10,13,0,0,4,0,0,17,0.765,0,0,0.235,0,0,"Porites lobata",162,27,35,16,80,189,16,0,0,0,0,0,0,0,16,0,0,0.537,0.58,0.521,4.604,5.033,3.895,0.028991,0.001581,0.001746,0.014231,0.029071,0.003041,0.002263,0.01482,-1906,4,-3.7286532642954,0.124559240687989,-0.200366950226926,0.146936349916089,-0.0897313402549711,0.106322039604877,-0.175128187126424,-0.0160467507661292,0.271570354543089,-0.301517824544202,-0.405865591830765,-0.111356057650789,-1.18081547953018,0.669145509810779,-0.271321001849063,-0.109140482232398,0.407082344333656,0.0689404868528824,-0.162056184978743,-0.00154396828241213,0.00155633847947867,-1.70169258462982e-16,4.31573784762154e-16,9.85475342006868e-16,2.2479595125322e-16,-4.60587913124077e-16,4.99328377878362e-16,-3.55260941601163e-16
"17","BOB",1,"04_may_2024","8:40","10:00","Back Opunohu Bay",-17.508962,-149.85232,-17.508531,-149.85247,17,7,4,18,0,14,0,0,36,0.111,0.5,0,0.389,0,0,"Porites lobata",232,29,59,35,144,261,1,0,0,0,0,0,0,0,1,0,0,0.537,0.58,0.521,4.604,5.033,3.895,0.028991,0.001581,0.001746,0.014231,0.029071,0.003041,0.002263,0.01482,-1906,32,-2.61591270864543,2.07732396492269,-0.589606320690203,1.3118531674281,0.401195545379205,0.209880374263512,0.218370984136304,-0.998282340105474,0.69292660974772,0.303989094170202,-0.672146799734199,-0.103482574548644,-1.17646082900474,0.284330745394148,-0.4204605567124,-0.207971308649809,0.393512898715829,-0.00184415742947248,-0.0774430685760799,0.00827221811761764,0.00099619210349805,-1.99504619798523e-16,4.8643972075734e-16,8.63032749761063e-16,-2.66981244958675e-16,-8.99187489677817e-18,5.57600415207578e-17,-5.81933986766281e-16
"18","BOB",1,"04_may_2024","8:40","10:00","Back Opunohu Bay",-17.508962,-149.85232,-17.508531,-149.85247,22,2,0,6,0,5,0,0,11,0,0.545,0,0.455,0,0,"Porites lobata",175,14,21,15,47,189,0,0,0,0,0,0,0,0,0,0,0,0.537,0.58,0.521,4.604,5.033,3.895,0.028991,0.001581,0.001746,0.014231,0.029071,0.003041,0.002263,0.01482,-1906,11,-4.05963110902408,-0.361249880286289,-0.0199756378842352,0.998365251742727,-0.204329089495344,-0.12132486578879,0.160937128147693,-0.147832791444104,0.135370574796989,-0.272159828271432,-0.624948859004913,-0.0769698662109256,-0.879312232453676,0.878187283788099,-0.437853871208661,-0.0138364761906355,-0.0351054875638033,0.0481139612163387,-0.152910159077408,0.00781063073648851,0.000862111819606354,-3.99547703721898e-16,8.89379478611013e-16,1.20466487448608e-15,-2.03459679571672e-16,-4.58711206029768e-16,2.77413991326445e-16,-7.88622955048953e-17
"19","BOB",1,"04_may_2024","8:40","10:00","Back Opunohu Bay",-17.508962,-149.85232,-17.508531,-149.85247,33,0,10,20,0,0,0,0,30,0.333,0.667,0,0,0,0,"Porites lobata",198,33,47,35,128,231,6,0,0,0,0,0,0,0,6,0,0,0.537,0.58,0.521,4.604,5.033,3.895,0.028991,0.001581,0.001746,0.014231,0.029071,0.003041,0.002263,0.01482,-1906,20,-2.95030910979084,1.26133373784315,-0.772347323176334,0.638568698140512,0.291772495404243,0.832382604525749,0.440858042213506,-0.588487860171962,0.68444941699852,-0.847214003266134,-0.167130902332921,-0.291103078360949,-0.869898425152987,0.365804480226185,-0.260569729865977,-0.116698539638725,0.0291433623454265,-0.00825112037646476,-0.124235511798214,-0.00106992790376153,0.000827536357270203,-2.50373637776157e-16,5.89808379573706e-16,7.09323870436022e-16,-2.30683207594673e-16,2.25695846789797e-16,5.55368100239898e-17,-1.675818175169e-16
"20","BOB",1,"04_may_2024","8:40","10:00","Back Opunohu Bay",-17.508962,-149.85232,-17.508531,-149.85247,33,10,0,31,0,11,0,0,42,0,0.738,0,0.262,0,0,"Porites lobata",299,37,68,63,194,336,0,0,0,0,0,0,0,0,0,0,0,0.537,0.58,0.521,4.604,5.033,3.895,0.028991,0.001581,0.001746,0.014231,0.029071,0.003041,0.002263,0.01482,-1906,42,-1.85106646113257,3.1369923873119,-1.22026154322855,1.72502301576211,0.930465986717482,0.795262721050025,0.524723331701005,-1.5290768282021,1.492165981786,-0.0997902731216281,-0.521819456494721,-0.111371593719276,-1.11639110482813,-0.436756725477173,-0.269105739006087,-0.246760579831856,-0.36416016408613,-0.224938739077981,0.0106599105529548,0.0103814478092675,-0.000908760276216225,-5.27188113025546e-16,8.07380947439591e-16,6.21049140990213e-16,-8.15333687587083e-16,5.17079989704094e-16,-3.88143142081998e-16,-4.09123382982358e-16
"21","MOB",2,"17_may_2024","8:40","11:00","Middle Opunohu Bay",-17.499788,-149.85391,-17.499374,-149.85371,11,6,10,0,12,0,0,0,22,0.455,0,0.545,0,0,0,"Porites lobata",78,25,36,33,100,103,7,2,0,1,0,0,0,0,9,1,1,0.474,0.591,0.483,4.157,4.633,3.734,0.03857,0.017273,0.01364,0.026162,0.046931,0.020931,0.016024,0.031664,-892,12,-2.02048919936352,-0.04720933105806,0.192914143341292,-0.54407699446204,-0.443374226767361,-0.863717230270012,0.51351824138468,0.256871798498501,-0.285507605685816,-0.607807837843035,0.216739375468287,-0.341937108175869,0.220333295366662,0.0972147917342894,-0.163830670972105,-0.275683626129298,-0.177859366106464,-0.0422077235846661,0.251301951491844,-0.0127668994848676,-0.000967830315278501,-1.87286362062877e-16,2.19257538203827e-16,8.41212767916496e-17,4.56286291566243e-17,4.90874205266333e-17,3.74577108605877e-16,4.32468010831692e-16
"22","MOB",2,"17_may_2024","8:40","11:00","Middle Opunohu Bay",-17.499788,-149.85391,-17.499374,-149.85371,12,-2,1,0,0,0,0,0,1,1,0,0,0,0,0,"Porites lobata",64,14,12,11,30,78,0,0,0,0,0,0,0,0,0,0,0,0.474,0.591,0.483,4.157,4.633,3.734,0.03857,0.017273,0.01364,0.026162,0.046931,0.020931,0.016024,0.031664,-892,0,-3.05626284106794,-1.87434299343547,0.492953777630405,-0.134235925470079,-0.816723374281702,-0.729789534367226,0.738618964306867,0.272460710733267,-0.886440181259649,-0.234355493277254,-0.0285038624128549,-0.255953919361012,0.149780426391001,0.513440237753189,-0.179315696256748,-0.240796013354338,-0.10738714251632,0.017963693979936,0.214185746555152,-0.00414096106255987,-0.00097729370718147,-1.61107751154794e-17,3.22626197020193e-16,2.63479304854155e-16,8.19266665206261e-17,-4.92917651743384e-17,2.63331574646593e-16,2.91708667768494e-16
"23","MOB",2,"17_may_2024","8:40","11:00","Middle Opunohu Bay",-17.499788,-149.85391,-17.499374,-149.85371,17,4,1,3,7,2,0,0,13,0.077,0.231,0.538,0.154,0,0,"Porites lobata",50,29,24,20,67,79,0,1,0,0,0,0,0,0,1,0,0,0.474,0.591,0.483,4.157,4.633,3.734,0.03857,0.017273,0.01364,0.026162,0.046931,0.020931,0.016024,0.031664,-892,12,-2.40705282051196,-0.711594828505579,0.477180201183206,-0.0779010201010196,-0.678221532147991,-0.74940645302179,0.653813943441234,0.210534728010571,-1.00496537117256,-0.411046339922833,0.325439525941395,-0.218372361497604,0.000404752616285121,0.247841792174487,-0.109986343979697,-0.264649414005608,-0.0493699248473716,-0.0700968502149533,0.212821878166109,-0.00885989401511326,-0.000135668667933797,-1.87286362062877e-16,1.63746386972569e-16,8.41212767916496e-17,2.67673234081656e-16,-6.19348819358823e-17,3.74577108605877e-16,2.1042340590666e-16
"24","MOB",2,"17_may_2024","8:40","11:00","Middle Opunohu Bay",-17.499788,-149.85391,-17.499374,-149.85371,22,2,12,0,1,0,0,0,13,0.923,0,0.077,0,0,0,"Porites lobata",55,32,25,21,73,87,0,0,2,0,1,0,0,0,0,2,3,0.474,0.591,0.483,4.157,4.633,3.734,0.03857,0.017273,0.01364,0.026162,0.046931,0.020931,0.016024,0.031664,-892,1,-2.42718958390312,-0.907059535013075,0.236503317914195,-0.726812084121296,-0.621506182197916,-0.381071328075746,0.531135814174812,0.208172232037354,-0.8001193365536,-0.313238144124714,0.304099895502016,-0.263283111628588,-0.174529203768688,0.243267944846178,0.0259875782937919,-0.29709985289386,-0.0355488552574849,-0.0720078966939965,0.221884147404591,-0.0115545448247614,-0.000514860653757165,-4.88791244381818e-17,1.65982405502142e-16,1.72363390520386e-17,3.37953869152829e-16,-9.66046509305151e-17,3.7437247973384e-16,1.64660734945616e-16
"25","MOB",2,"17_may_2024","8:40","11:00","Middle Opunohu Bay",-17.499788,-149.85391,-17.499374,-149.85371,30,-2,35,0,20,12,5,0,72,0.486,0,0.278,0.167,0.069,0,"Porites lobata",34,72,94,55,227,106,0,0,4,1,0,0,0,0,0,5,5,0.474,0.591,0.483,4.157,4.633,3.734,0.03857,0.017273,0.01364,0.026162,0.046931,0.020931,0.016024,0.031664,-892,32,0.148044371705346,3.75397777426764,-0.158315911209711,-1.6636982997293,0.00964235017290368,-0.647025306598774,-0.130222605786773,-0.110163823064331,-0.474593871952629,-0.0398809502109306,0.837884229296273,-0.410691420718147,-0.732921896603707,-0.484344333979666,0.12351001241422,-0.444846497766022,0.76688901542125,0.127044033996936,0.266808827095281,0.0863297260914762,0.00332757692885854,6.0063658349578e-16,-5.26638789213116e-16,9.97544203312683e-17,8.36302885762575e-16,1.02030427565737e-16,8.74549522181811e-16,-8.31734167306941e-16
"26","MOB",2,"17_may_2024","8:40","11:00","Middle Opunohu Bay",-17.499788,-149.85391,-17.499374,-149.85371,35,-4,22,0,33,4,6,0,65,0.338,0,0.508,0.062,0.092,0,"Porites lobata",74,57,85,60,207,131,0,0,0,0,0,0,0,0,0,0,0,0.474,0.591,0.483,4.157,4.633,3.734,0.03857,0.017273,0.01364,0.026162,0.046931,0.020931,0.016024,0.031664,-892,37,-0.129442093657027,3.3373736955524,-0.0968784563917312,-1.06214124124595,0.113014892090144,-1.09691929508449,-0.019145075051647,0.203956637061471,0.14044023787187,-1.02447247457559,0.920645312439611,-0.263290079329202,-0.0265563780650289,-0.563047810292999,-0.102486059395368,-0.366854351429701,0.251520284908716,0.157116067784357,0.281051160956858,0.110054492404213,0.00300224028418716,4.36794836882268e-16,-2.55145873409474e-16,2.56318372102132e-16,5.62126664448371e-16,3.09555208634916e-16,8.19131384074206e-16,-2.45728504333659e-16
"27","MOB",2,"17_may_2024","8:40","11:00","Middle Opunohu Bay",-17.499788,-149.85391,-17.499374,-149.85371,39,-8,28,0,36,0,0,0,64,0.438,0,0.563,0,0,0,"Porites lobata",30,76,79,72,195,106,0,0,0,5,0,3,1,0,0,5,8,0.474,0.591,0.483,4.157,4.633,3.734,0.03857,0.017273,0.01364,0.026162,0.046931,0.020931,0.016024,0.031664,-892,36,0.294743779980533,3.64865684450784,-0.326853841700247,-1.32339664770951,0.466586880681954,-0.528422308973115,0.914798701868588,2.29168530780055,-0.158387199315542,-1.09408100117323,1.12803681042526,0.284847677604075,-0.596999180672796,-0.635840163211416,0.328021099661435,-0.244226597192741,-0.438992848986317,0.180469916171519,0.268274763344188,-0.0463799011345337,0.00443306204131433,-3.07592931032639e-16,-9.85020818914229e-17,-4.96639384258392e-16,8.40548568911362e-17,1.34823489466062e-16,1.3187131425308e-15,3.80919789570539e-16
